Fold	Label	Score_0	Score
2	1	0.528886619	0.471113381
2	1	0.141091977	0.858908023
2	1	0.234264138	0.765735862
2	1	0.611301395	0.388698605
2	1	0.577988599	0.422011401
2	1	0.273052925	0.726947075
2	1	0.326680991	0.673319009
2	1	0.303774031	0.696225969
2	1	0.380126322	0.619873678
2	1	0.650528524	0.349471476
2	1	0.446863035	0.553136965
2	1	0.045512231	0.954487769
2	1	0.554844165	0.445155835
2	1	0.5	0.5
2	1	0.2639059	0.7360941
2	1	0.299624189	0.700375811
2	1	0.267058719	0.732941281
2	1	0.170555126	0.829444874
2	1	0.369579715	0.630420285
2	1	0.219196191	0.780803809
2	1	0.2208442	0.7791558
2	1	0.266207018	0.733792982
2	1	0.387783548	0.612216452
2	1	0.417147331	0.582852669
2	1	0.206757905	0.793242095
2	1	0.306880606	0.693119394
2	1	0.465438231	0.534561769
2	1	0.351314172	0.648685828
2	1	0.162670837	0.837329163
2	1	0.64763242	0.35236758
2	1	0.665498912	0.334501088
2	1	0.19621321	0.80378679
3	1	0.261648866	0.738351134
3	1	0.105044444	0.894955556
3	1	0.345304393	0.654695607
3	1	0.381092798	0.618907202
3	1	0.578713385	0.421286615
3	1	0.642261511	0.357738489
3	1	0.288852133	0.711147867
3	1	0.412914602	0.587085398
3	1	0.811913951	0.188086049
3	1	0.476574702	0.523425298
3	1	0.148619162	0.851380838
3	1	0.337418828	0.662581172
3	1	0.592736506	0.407263494
3	1	0.326999818	0.673000182
3	1	0.34529684	0.65470316
3	1	0.306659832	0.693340168
3	1	0.228294787	0.771705213
3	1	0.345269477	0.654730523
3	1	0.374491412	0.625508588
3	1	0.624934121	0.375065879
3	1	0.340464315	0.659535685
3	1	0.216008971	0.783991029
3	1	0.580703262	0.419296738
3	1	0.263378785	0.736621215
3	1	0.549002632	0.450997368
3	1	0.350505832	0.649494168
3	1	0.608330046	0.391669954
3	1	0.19916439	0.80083561
3	1	0.404279041	0.595720959
3	1	0.617564488	0.382435512
3	1	0.790843605	0.209156395
3	1	0.644876915	0.355123085
3	1	0.65130219	0.34869781
3	1	0.140660884	0.859339116
3	1	0.354815708	0.645184292
3	1	0.564634734	0.435365266
3	1	0.151766651	0.848233349
3	1	0.649188451	0.350811549
3	1	0.276232844	0.723767156
3	1	0.522203761	0.477796239
3	1	0.494380951	0.505619049
3	1	0.266062375	0.733937625
3	1	0.257424495	0.742575505
4	1	0.431186185	0.568813815
4	1	0.318081452	0.681918548
4	1	0.336998657	0.663001343
4	1	0.63769874	0.36230126
4	1	0.720939475	0.279060525
4	1	0.405329251	0.594670749
4	1	0.558673471	0.441326529
4	1	0.244280442	0.755719558
4	1	0.455419258	0.544580742
4	1	0.775604124	0.224395876
4	1	0.31997371	0.68002629
4	1	0.393091954	0.606908046
4	1	0.302519224	0.697480776
4	1	0.328073134	0.671926866
4	1	0.363086843	0.636913157
4	1	0.38173337	0.61826663
4	1	0.589306649	0.410693351
4	1	0.398861747	0.601138253
4	1	0.265775407	0.734224593
4	1	0.493407388	0.506592612
4	1	0.312575557	0.687424443
4	1	0.645288891	0.354711109
4	1	0.399622873	0.600377127
4	1	0.408538509	0.591461491
4	1	0.350797712	0.649202288
4	1	0.268390955	0.731609045
4	1	0.313997731	0.686002269
4	1	0.315988248	0.684011752
4	1	0.726300416	0.273699584
4	1	0.405565511	0.594434489
4	1	0.92491819	0.07508181
4	1	0.612468272	0.387531728
4	1	0.347172202	0.652827798
4	1	0.398424396	0.601575604
4	1	0.247729745	0.752270255
4	1	0.5820032	0.4179968
4	1	0.692145272	0.307854728
4	1	0.241189066	0.758810934
4	1	0.302136168	0.697863832
4	1	0.447236082	0.552763918
4	1	0.412483699	0.587516301
4	1	0.459559291	0.540440709
4	1	0.721801117	0.278198883
