Fold	Label	Score_0	Score_1
2.0	0.0	0.9999997805554435	2.1944455653211697e-07
2.0	0.0	0.9947155617113717	0.005284438288628299
2.0	0.0	0.827399798026314	0.172600201973686
2.0	0.0	0.9999740114502869	2.598854971312685e-05
2.0	0.0	0.6367838170689719	0.36321618293102814
2.0	0.0	0.9408326647543599	0.05916733524564012
2.0	0.0	0.9999981940192644	1.805980735652133e-06
2.0	0.0	0.999985480712454	1.4519287546075947e-05
2.0	0.0	0.9998887004871342	0.00011129951286576211
2.0	0.0	0.23333088120182355	0.7666691187981765
2.0	0.0	0.9905504564950323	0.009449543504967742
2.0	0.0	0.0764340347391258	0.9235659652608742
2.0	0.0	0.8707090314704412	0.12929096852955876
2.0	0.0	0.4560771099313822	0.5439228900686178
2.0	0.0	0.9390467066198582	0.060953293380141806
2.0	0.0	0.07198490082572329	0.9280150991742767
2.0	0.0	0.9091876375467146	0.09081236245328536
2.0	0.0	0.9999998690271684	1.3097283159634408e-07
2.0	0.0	0.718022767129934	0.28197723287006604
2.0	0.0	0.9221308230007182	0.07786917699928171
2.0	0.0	0.043412912454866115	0.9565870875451339
2.0	0.0	0.9925789161149527	0.007421083885047208
2.0	0.0	0.9396873055579915	0.06031269444200849
2.0	0.0	0.9980776280962135	0.0019223719037865586
2.0	0.0	0.8860696704621336	0.11393032953786637
3.0	0.0	0.9952756790516131	0.004724320948386962
3.0	0.0	0.9998798531876348	0.00012014681236514115
3.0	0.0	0.005594936103907044	0.994405063896093
3.0	0.0	0.9983059426844962	0.0016940573155038148
3.0	0.0	0.9968868459871435	0.0031131540128565387
3.0	0.0	0.9999577717505284	4.222824947167413e-05
3.0	0.0	0.9999686087847237	3.139121527633405e-05
3.0	0.0	0.6251599341535727	0.3748400658464272
3.0	0.0	0.9998284910249501	0.0001715089750499349
3.0	0.0	0.5436608626575781	0.45633913734242193
3.0	0.0	0.23746820857348705	0.762531791426513
3.0	0.0	0.0042086974942510125	0.995791302505749
3.0	0.0	0.8330181080075091	0.16698189199249092
3.0	0.0	0.9998623640735161	0.0001376359264838868
3.0	0.0	0.999989163982267	1.0836017733048897e-05
3.0	0.0	0.9999996255834026	3.7441659734754554e-07
3.0	0.0	0.9370478589376353	0.06295214106236473
3.0	0.0	0.9999999272341734	7.276582655432427e-08
3.0	0.0	0.002907590953789896	0.9970924090462101
3.0	0.0	0.00010970301134494154	0.9998902969886551
3.0	0.0	0.9851218967675526	0.014878103232447412
3.0	0.0	0.999745389991424	0.00025461000857595055
3.0	0.0	0.99814072525255	0.0018592747474500122
3.0	0.0	0.7335252452772378	0.26647475472276216
3.0	0.0	0.9836606746864325	0.016339325313567573
3.0	0.0	0.9999991887620304	8.112379695663588e-07
3.0	0.0	0.9959643280716016	0.004035671928398407
3.0	0.0	0.9986251441396358	0.001374855860364203
3.0	0.0	0.9999993485674554	6.51432544598929e-07
3.0	0.0	0.9979791672551789	0.002020832744821151
3.0	0.0	0.9665234172988405	0.0334765827011595
3.0	0.0	0.9999749862459709	2.50137540290423e-05
3.0	0.0	0.2927313755708526	0.7072686244291474
3.0	0.0	0.9999999221899518	7.781004813575329e-08
3.0	0.0	0.9999996741261774	3.258738225700643e-07
3.0	0.0	0.9284557661133415	0.07154423388665848
3.0	0.0	0.48688034555922177	0.5131196544407782
3.0	0.0	0.4460400557961376	0.5539599442038624
3.0	0.0	0.5145961940830122	0.4854038059169879
3.0	0.0	0.46438260033531575	0.5356173996646842
3.0	0.0	0.9999999999959615	4.038551940248923e-12
3.0	0.0	6.832980753435081e-06	0.9999931670192466
3.0	0.0	0.6859348627799927	0.3140651372200073
4.0	0.0	0.3113860686058848	0.6886139313941152
4.0	0.0	0.10389138383963992	0.8961086161603601
4.0	0.0	0.8478302144619605	0.15216978553803948
4.0	0.0	0.5455475187407617	0.4544524812592383
4.0	0.0	0.8801917526378158	0.11980824736218425
4.0	0.0	0.9983571704835601	0.0016428295164399294
4.0	0.0	0.07651652709455248	0.9234834729054475
4.0	0.0	0.4756742701691301	0.5243257298308699
4.0	0.0	0.712768055681094	0.2872319443189059
4.0	0.0	0.999999959411544	4.058845603892538e-08
4.0	0.0	0.8753941368241549	0.12460586317584504
4.0	0.0	0.9998683066155198	0.00013169338448011905
4.0	0.0	0.9831563878048962	0.016843612195103747
4.0	0.0	0.9999884611495394	1.1538850460594598e-05
4.0	0.0	0.982392509543533	0.017607490456466986
4.0	0.0	0.08236256629719174	0.9176374337028083
4.0	0.0	0.0075248391732409825	0.992475160826759
4.0	0.0	0.9988089530028017	0.0011910469971982804
4.0	0.0	0.999997163597192	2.836402807940749e-06
4.0	0.0	0.9970285064783257	0.0029714935216742736
4.0	0.0	0.08935094151414347	0.9106490584858565
4.0	0.0	0.9885161783606534	0.011483821639346565
4.0	0.0	0.9969271630252201	0.0030728369747798604
4.0	0.0	0.4923544910312404	0.5076455089687596
4.0	0.0	0.06537952161111737	0.9346204783888826
4.0	0.0	0.034299365204869536	0.9657006347951305
4.0	0.0	0.8821421074469332	0.11785789255306675
4.0	0.0	0.9991894105100108	0.0008105894899891904
4.0	0.0	0.9198529875698186	0.08014701243018145
4.0	0.0	0.16077556507473179	0.8392244349252682
4.0	0.0	0.003007616869836083	0.9969923831301639
4.0	0.0	0.9838454033435813	0.01615459665641876
4.0	0.0	0.9747366839531216	0.025263316046878398
4.0	0.0	0.999714789704375	0.00028521029562496823
4.0	0.0	0.9968211691644142	0.0031788308355857413
4.0	0.0	0.0037249857996202174	0.9962750142003798
4.0	0.0	0.9984194658750541	0.0015805341249458128
4.0	0.0	0.5299172047365711	0.4700827952634289
4.0	0.0	0.9753792943593237	0.024620705640676352
4.0	0.0	0.9999124919197104	8.750808028960243e-05
4.0	0.0	0.9136136838783772	0.08638631612162281
4.0	0.0	0.9899419334129682	0.010058066587031829
4.0	0.0	0.9853455813289366	0.014654418671063396
0.0	1.0	0.6289515011444824	0.37104849885551766
0.0	1.0	0.000331026523808009	0.999668973476192
0.0	1.0	4.956279011103515e-05	0.999950437209889
0.0	1.0	0.03136024191733766	0.9686397580826623
0.0	1.0	0.5187783791490994	0.48122162085090064
0.0	1.0	0.0038165083847321313	0.9961834916152679
0.0	1.0	0.13217210512722977	0.8678278948727702
0.0	1.0	0.7626341725068297	0.2373658274931703
0.0	1.0	0.1434359636514272	0.8565640363485728
0.0	1.0	0.006977175215670983	0.993022824784329
0.0	1.0	1.9755957508360567e-05	0.9999802440424916
0.0	1.0	0.47535714246569505	0.524642857534305
0.0	1.0	0.03347346868648238	0.9665265313135176
0.0	1.0	0.0010675551803357441	0.9989324448196643
0.0	1.0	0.00014866619900733014	0.9998513338009927
0.0	1.0	0.09050818238653457	0.9094918176134654
0.0	1.0	0.017025117623244768	0.9829748823767552
0.0	1.0	0.00037079399478623376	0.9996292060052138
0.0	1.0	0.0017932366926795007	0.9982067633073205
0.0	1.0	0.016494518728669916	0.9835054812713301
0.0	1.0	0.04069138327663824	0.9593086167233618
0.0	1.0	0.856090187892645	0.143909812107355
0.0	1.0	0.011822697502131496	0.9881773024978685
0.0	1.0	0.007985586068939954	0.99201441393106
0.0	1.0	0.024988491417571423	0.9750115085824286
0.0	1.0	0.7431172211073271	0.25688277889267286
0.0	1.0	0.0014955989703734351	0.9985044010296266
0.0	1.0	0.004000929469093251	0.9959990705309067
0.0	1.0	0.004299848037102039	0.995700151962898
0.0	1.0	0.9598625591479362	0.04013744085206383
0.0	1.0	0.2792503232731428	0.7207496767268572
0.0	1.0	0.12627876006266148	0.8737212399373385
0.0	1.0	9.642356507044703e-05	0.9999035764349296
0.0	1.0	0.021450640283344535	0.9785493597166555
0.0	1.0	0.22995651521914262	0.7700434847808574
0.0	1.0	0.0008309771632903917	0.9991690228367096
0.0	1.0	0.026461584985367437	0.9735384150146326
0.0	1.0	0.047176576359007294	0.9528234236409927
0.0	1.0	0.8354787851340508	0.16452121486594914
0.0	1.0	0.01764684773461922	0.9823531522653808
0.0	1.0	0.14250885926020884	0.8574911407397912
0.0	1.0	0.005119601788462602	0.9948803982115374
0.0	1.0	0.6797467157150507	0.3202532842849492
1.0	1.0	0.9431297183300442	0.05687028166995575
1.0	1.0	0.0014439712763150148	0.998556028723685
1.0	1.0	0.000817109172869035	0.999182890827131
1.0	1.0	0.9903991825142517	0.009600817485748241
1.0	1.0	8.357636223199627e-05	0.999916423637768
1.0	1.0	0.10657362720718044	0.8934263727928196
1.0	1.0	0.0004918809973446514	0.9995081190026553
1.0	1.0	0.12811694187882672	0.8718830581211733
1.0	1.0	0.9999831432931426	1.6856706857316883e-05
1.0	1.0	0.8372472888265106	0.16275271117348947
1.0	1.0	4.6972617384621884e-07	0.9999995302738262
1.0	1.0	0.27961506720759066	0.7203849327924093
1.0	1.0	0.09703622377858212	0.9029637762214179
1.0	1.0	0.9995484493751355	0.00045155062486442496
1.0	1.0	0.10166266703978688	0.8983373329602131
1.0	1.0	0.35143284573763245	0.6485671542623676
1.0	1.0	2.2213212158561646e-08	0.9999999777867878
1.0	1.0	0.3613837636764192	0.6386162363235808
1.0	1.0	0.021051786881131296	0.9789482131188687
1.0	1.0	0.9257954319131292	0.07420456808687083
1.0	1.0	0.050881631858724075	0.9491183681412759
1.0	1.0	1.54862579928583e-05	0.9999845137420071
1.0	1.0	0.0007191105249512164	0.9992808894750488
1.0	1.0	0.32470046698220567	0.6752995330177943
1.0	1.0	0.3685801342864078	0.6314198657135922
1.0	1.0	1.568845232646776e-05	0.9999843115476735
1.0	1.0	0.9999950147364054	4.985263594637455e-06
1.0	1.0	3.34260397139019e-10	0.9999999996657396
1.0	1.0	0.009405700430637154	0.9905942995693628
1.0	1.0	0.2580679495889202	0.7419320504110798
1.0	1.0	0.09995840386742194	0.9000415961325781
1.0	1.0	0.3683843930678842	0.6316156069321158
1.0	1.0	0.01573104314118612	0.9842689568588139
1.0	1.0	3.1189339999571075e-10	0.9999999996881066
1.0	1.0	2.196080326033467e-06	0.999997803919674
1.0	1.0	0.074906759147637	0.925093240852363
1.0	1.0	0.17219309361944224	0.8278069063805578
1.0	1.0	0.025969221658401542	0.9740307783415985
1.0	1.0	8.0508541178137e-05	0.9999194914588219
1.0	1.0	0.04853974381895587	0.9514602561810441
1.0	1.0	0.09097202588042108	0.9090279741195789
1.0	1.0	0.9795892777570315	0.02041072224296845
1.0	1.0	0.0889935786311431	0.9110064213688569
2.0	1.0	0.23029083834322606	0.7697091616567739
2.0	1.0	0.05805212339813581	0.9419478766018642
2.0	1.0	0.02402875084631917	0.9759712491536808
2.0	1.0	0.00011783256605213399	0.9998821674339479
2.0	1.0	0.19727977952392506	0.8027202204760749
2.0	1.0	9.848397736067493e-05	0.9999015160226393
2.0	1.0	0.9989169989955182	0.0010830010044817991
2.0	1.0	0.00012056241851277072	0.9998794375814872
2.0	1.0	0.14215471622007225	0.8578452837799277
2.0	1.0	0.2057756131631533	0.7942243868368467
2.0	1.0	0.004792890836259445	0.9952071091637406
2.0	1.0	0.01788969031518184	0.9821103096848182
2.0	1.0	0.0009433516029285771	0.9990566483970714
2.0	1.0	0.00010371953962906577	0.9998962804603709
2.0	1.0	0.9660618617087715	0.033938138291228465
2.0	1.0	0.061624098978890984	0.938375901021109
2.0	1.0	1.2470702115408017e-07	0.9999998752929788
2.0	1.0	0.010512587739230583	0.9894874122607694
2.0	1.0	1.366211733522249e-06	0.9999986337882665
2.0	1.0	2.891711998187496e-05	0.9999710828800181
2.0	1.0	0.9842598947655735	0.01574010523442644
2.0	1.0	4.6560071131906966e-08	0.9999999534399289
2.0	1.0	0.0009442466414625317	0.9990557533585375
2.0	1.0	0.00012558034969623044	0.9998744196503038
2.0	1.0	0.9070368153703765	0.09296318462962351
2.0	1.0	0.9683248039945087	0.03167519600549134
2.0	1.0	0.013367317806216361	0.9866326821937836
2.0	1.0	0.013696427123010002	0.98630357287699
2.0	1.0	0.00019285435048610466	0.9998071456495139
2.0	1.0	0.004231100759588768	0.9957688992404112
2.0	1.0	0.0017072809058504834	0.9982927190941495
2.0	1.0	0.007763666162013516	0.9922363338379865
2.0	1.0	0.0012594250706341459	0.9987405749293659
2.0	1.0	0.03081897444015891	0.9691810255598411
2.0	1.0	0.030214241175277157	0.9697857588247228
2.0	1.0	0.40817117001182734	0.5918288299881727
2.0	1.0	0.0398898164328213	0.9601101835671787
2.0	1.0	0.11072169784407626	0.8892783021559237
2.0	1.0	0.0036140346937958423	0.9963859653062042
2.0	1.0	0.001067110917706171	0.9989328890822938
2.0	1.0	0.02324580694457401	0.976754193055426
2.0	1.0	0.8814592734979717	0.11854072650202832
2.0	1.0	8.989788453761527e-06	0.9999910102115462
3.0	1.0	0.011313729679956475	0.9886862703200435
3.0	1.0	1.8355528534907961e-06	0.9999981644471465
3.0	1.0	2.619823291638568e-07	0.9999997380176708
3.0	1.0	0.08671520375470132	0.9132847962452987
3.0	1.0	0.5761409093159764	0.42385909068402366
3.0	1.0	0.05056388855803984	0.9494361114419602
3.0	1.0	4.0112958126448106e-05	0.9999598870418736
3.0	1.0	0.3950500332268174	0.6049499667731826
3.0	1.0	0.9999999928160944	7.183905624289541e-09
3.0	1.0	0.9263215222137453	0.07367847778625475
3.0	1.0	0.13725629134141615	0.8627437086585839
3.0	1.0	0.15797076822639766	0.8420292317736023
3.0	1.0	0.19849653012630586	0.8015034698736941
3.0	1.0	6.972446452424563e-07	0.9999993027553548
3.0	1.0	0.0005764400911669743	0.999423559908833
3.0	1.0	0.016001015886346392	0.9839989841136536
3.0	1.0	1.4804191966977243e-05	0.999985195808033
3.0	1.0	0.02357880676734958	0.9764211932326504
3.0	1.0	0.9366256977452867	0.06337430225471326
3.0	1.0	0.6687031776249283	0.33129682237507174
3.0	1.0	0.20118391822402681	0.7988160817759732
3.0	1.0	0.005524535453449997	0.99447546454655
3.0	1.0	0.9999175384451504	8.246155484960399e-05
3.0	1.0	0.06217520067602811	0.9378247993239719
3.0	1.0	0.4382028120987881	0.5617971879012119
3.0	1.0	0.01479933531029709	0.9852006646897029
3.0	1.0	0.00019802288646686428	0.9998019771135331
3.0	1.0	9.198630412932118e-09	0.9999999908013696
3.0	1.0	0.9995159534485224	0.00048404655147760595
3.0	1.0	0.01837294537078804	0.981627054629212
3.0	1.0	0.9986743264534231	0.001325673546576868
3.0	1.0	0.09084726441873003	0.90915273558127
3.0	1.0	0.9999439411188713	5.605888112870996e-05
3.0	1.0	0.0015851101907063958	0.9984148898092936
3.0	1.0	0.6048608666752562	0.3951391333247439
3.0	1.0	6.602315142412163e-05	0.9999339768485759
3.0	1.0	0.0012165804724735274	0.9987834195275265
3.0	1.0	0.0010798456908496235	0.9989201543091504
3.0	1.0	0.0010993330778095167	0.9989006669221905
3.0	1.0	0.9977163129005878	0.002283687099412189
3.0	1.0	0.010063064141384803	0.9899369358586152
3.0	1.0	0.015172374225344343	0.9848276257746557
3.0	1.0	0.0072701191039196145	0.9927298808960804
4.0	1.0	0.004892027787046671	0.9951079722129533
4.0	1.0	0.14604416306510515	0.8539558369348949
4.0	1.0	3.93901051827239e-05	0.9999606098948173
4.0	1.0	0.9704620031726747	0.029537996827325278
4.0	1.0	0.9667735858645595	0.03322641413544046
4.0	1.0	0.012454985609633873	0.9875450143903661
4.0	1.0	0.3502892911873857	0.6497107088126143
4.0	1.0	0.001531859761161436	0.9984681402388386
4.0	1.0	0.07526008035241871	0.9247399196475813
4.0	1.0	0.9878811007555162	0.012118899244483873
4.0	1.0	0.01188279497210376	0.9881172050278962
4.0	1.0	0.018981449498455483	0.9810185505015445
4.0	1.0	0.2574218139987481	0.7425781860012519
4.0	1.0	0.0009885166282148639	0.9990114833717851
4.0	1.0	6.24326936596864e-05	0.9999375673063403
4.0	1.0	0.8469234162122683	0.15307658378773165
4.0	1.0	0.9989124414150029	0.001087558584997138
4.0	1.0	0.006581332271877072	0.9934186677281229
4.0	1.0	0.309901126697959	0.690098873302041
4.0	1.0	0.9308223124910395	0.0691776875089605
4.0	1.0	0.0085053947758158	0.9914946052241842
4.0	1.0	0.9499324311616077	0.05006756883839223
4.0	1.0	0.00879313050906494	0.9912068694909351
4.0	1.0	0.002360903332301434	0.9976390966676986
4.0	1.0	0.8235929561110161	0.17640704388898387
4.0	1.0	0.0017989438648748912	0.9982010561351251
4.0	1.0	0.49544804388167485	0.5045519561183252
4.0	1.0	0.6125801837564474	0.3874198162435526
4.0	1.0	0.552000573060655	0.4479994269393451
4.0	1.0	0.7384525748855553	0.2615474251144448
4.0	1.0	0.9977391617506426	0.002260838249357431
4.0	1.0	0.08090418916058972	0.9190958108394103
4.0	1.0	0.5395616213391796	0.4604383786608203
4.0	1.0	0.9968921363885637	0.003107863611436348
4.0	1.0	5.931830518668413e-06	0.9999940681694813
4.0	1.0	0.5903802269811018	0.4096197730188982
4.0	1.0	0.5635884878198154	0.43641151218018454
4.0	1.0	3.0509808628287338e-05	0.9999694901913717
4.0	1.0	0.0015533296944348907	0.9984466703055651
4.0	1.0	0.002977095980481681	0.9970229040195183
4.0	1.0	0.024392261629266665	0.9756077383707333
4.0	1.0	0.0073032332748439455	0.992696766725156
4.0	1.0	0.9079385883444184	0.09206141165558153
